string0,string1
"Lyons, James",James Lyons
New York-Presbyterian Hospital,NEW YORK AND PRESBYTERIAN HOSPITAL
Acadia Partners,ACADIA PARTNERS
Allied Marine Industries Inc,ALLIED MARINE INDUSTRIES INC
"Marlenee, Ron C","MARLENEE, RON C."
Vivendi,VIVENDI INTERNATIONAL GROUP INCORPORATED
Association of Metropolitan Sewerage Agencies,ASSN OF METROPOLITAN SEWERAGE AGENCIES
JTEKT Corp,KOYO Corporation of U.S.A.
Vought Aircraft Division,"Triumph Group, Inc"
GPA-I,"GPA-I, LP"
National Hispanic Medical Assn,NATL HISPANIC MEDICAL ASSN
Florida Crystals,FLO-SUN CORP
National Guard Assn of the US,"National Guard Association of the United States, Inc."
BWX Technologies,BWX TECHNOLOGIES
Brehm Preparatory School,BREHM PREPARATORY SCHOOL
Goodwill Industries/Southern Nevada,GOODWILL INDUSTRIES OF SOUTHERN NEVADA
Brookfield Schools,BROOKFIELD SCHOOLS INC
TRC Companies,TRC COS INC
Cincinnati Financial,CINCINNATI FINANCIAL CORPORATION
Nationwide Laboratory Services,NATIONWIDE LABORATORY SERVICES
Renmatix Inc,RENMATIX INC
Museum of Television & Radio,MUSEUM OF TELEVISION & RADIO
Wal-Mart Stores,WAL-MART 701 8TH STREET NW #200 WASHINGTON DC 20001
Samuel Mellus,SAMUEL MELLUS
Sargeant Marine,"SARGEANT MARINE, INC."
Asher Law Assoc,"Asher Law Associates, P.A."
Devry Education Group,"DeVry Education Group, Inc"
Los Angeles to Pasadena Metro Blue Line,L.A. TO PASADENA METRO BLUE LINE
"Drinker, Biddle & Reath",DRINKER BIDDLE & REATH
Office Movers,OFFICE MOVERS
Weyerhaeuser Co,Weyerhaeuser
Chicago Science Group,CHICAGO SCIENCE GROUP LLC
International Specialty Products,"INTL SPECIALTY PRODUCTS, INC"
Friends of the American Latino Museum,Friends of the National Museum of the American Latino
Rib-X Pharmaceuticals,RIB-X PHARMACEUTICALS
American Electric Power,American Electric Power Inc.
San Antonio River Authority,SAN ANTONIO RIVER AUTHORITY
Brooklyn Philharmonic,BROOKLYN PHILHARMONIC
Campaign for the American Family,CAMPAIGN FOR THE AMERICAN FAMILY
Toledo Bend Project Joint Operations,Toledo Bend Project Joint Operation
"City of Fairfield, CA",CITY OF FAIRFIELD
Ho-Chunk Nation,HO-CHUNK NATION
Pennmont Benefits Services,PENNMONT BENEFITS SERVICES
Validas Inc,VALIDAS INC
Seal Beach,SEAL BEACH
Circor International,CIRCOR INTERNATIONAL INC
Experimental Aircraft Assn,EXPERIMENTAL AIRCRAFT ASSOCIATION INC
"City of Brownsville, TX",CITY OF BROWNSVILLE
MJ Quill Irish Cultural & Sports Centre,"QUILL IRISH CULTURAL & SPORTS CENTRE, MICHAEL J."
Household Financial Group,"HOUSEHOLD FINANCIAL GROUP, LTD"
McKool Smith Pc,MCKOOL SMITH
Pres-vac Engineering,PRES-VAC ENGINEERING
Enhabit,ENHABIT
Insitu Inc,INSITU GROUP
Central & South West Corp,CENTRAL & SOUTHWEST CORP
National Business Aviation Assn,National Business Aviation Association
Zimmer Holdings,Zimmer
Armstrong Atlantic State University,ARMSTRONG ATLANTIC STATE UNIV
Fashion Inst of Design & Merchandising,FASHION INSTITUTE OF DESIGN & MERCHANDISING
Coalition for Educational Success,The Coalition for Educational Success
E-Cavern,E-CAVERN
Pardee Homes,PARDEE CONSTRUCTION CO
VoteVets Action Fund,"VOTEVETS ACTION FUND, INC."
International Union of Police Assn,INTL UNION OF POLICE ASSNS
American Registry of Radiologic Technologists,AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS
Aventis Pharmaceuticals,SANOFI AVENTIS
Mazak Corp,MAZAK CORP
Total Pain Solutions,"Total Pain Solutions, LLC"
Gujarat Fluorochemicals Ltd,Gujarat Fluorochemicals Limited
Spider Staging Corp,SPIDER STAGING CORP
Wintech Inc,"WINTEC, INC"
JRC Consulting,JRC CONSULTING
Specialized Technology Resources,SPECIALIZED TECHNOLOGY RESOURCES INC
"Norment, Julian",Mr. Julian Norment
Mulerath Public Affairs,"MUELRATH PUBLIC AFFAIRS, INC."
IPSA International Inc,IPSA INTERNATIONAL INC
Oshkosh Truck Corp,OSHKOSH TRUCK CORPORATION
"City of Brentwood, CA",City of Brentwood
Slipstream Strategies,SLIPSTREAM STRATEGIES
Northwest Commission on Colleges & Universities,Northwest Commission on Colleges and Universities
Campus Direct,CAMPUS DIRECT
Lockheed Martin Aeronautical Systems,LOCKHEED MARTIN AERONAUTIC SECTOR
National Creditors Connection,"National Creditors Connection, Inc."
Owner-Operator Independent Drivers Assn,OWNER OPERATOR INDEPENDENT ASSOCIATION
CSA Strategies,CSA Strategy Group
Input Solutions,INPUT SOLUTIONS
Husk Partners Inc,"Husk Partners, Inc."
American Magline Group,AMERICAN MAGLINE GROUP
Lions Eye Institute for Transplant & Research,"Lions Eye Institute for Transplant and Research, Inc."
Good Food Institute,THE GOOD FOOD INSTITUTE
Cerner Corp,Cerner Corporation
BellSouth Corp,BELL SOUTH CORP
Hoveround Corp,HOVEROUND CORP
Ironwood Global,"Ironwood Holdings US, Inc."
Elbit Systems,ELBIT SYSTEMS OF AMERICA
Global Down Syndrome Foundation,AJS VENTURES LLC
Robert L Walker & Co,WALKER & CO ROBERT L
Katten Muchin Rosenman LLP,KATTEN MUCHIN ROSENMAN LLP
Statoil Hydro Gulf of Mexico,"STATOIL GULF OF MEXICO, LLC"
Strava Inc,Strava Inc.
"Chlopak, Leonard et al",CHLOPAK LEONARD SCHECTER & ASSOCIATES
"Gencarelli, David F","GENCARELLI, DAVID"
College of Nanoscale Science & Engineering,College of NanoScale Science & Engineering of the University of Albany SUNY
Vision Robotics Corp,VISION ROBOTICS CORP
Food Distributors International,INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION
DE Shaw & Co,"D.E. Shaw & Co., L.P."
Endo Health Solutions,ENDO PHARMACEUTICALS INC
Babcock & Wilcox Enterprises,"Babcock & Wilcox Enterprises, Inc."
Inveniam Capital Partners,"Inveniam Capital Partners, LLC"
Rescue Solutions International,RESCUE SOLUTIONS INTL
Windsor Reservoir & Canal,WINDSOR RESERVOIR AND CANAL COMPANY
PMC Group NA,"PMC Group N.A., Inc."
Teligent,TELIGENT
Northeast Ohio Regional Sewer District,NORTHEAST OHIO REGIONAL SEWER DIST
Music First Coalition,MUSICFIRST COALITION
Ciba Specialty Chemicals Holding,CIBA SPECIALTY CHEMICALS CORP
Natl Pub Employer Labor Relations Assn,National Public Employer Labor Relations Association
Green Business Certification Inc,GREEN BUSINESS CERTIFICATION INC
Genworth Financial,Genworth
Lake County Sanitation District,LAKE COUNTY SANITATION DISTRICT
American Israel Public Affairs Cmte,American Israel Public Affairs Committee
Business Roundtable,BUSINESS ROUNDTABLE INC
"Huggins, James B","HUGGINS, JAMES B."
National Structured Settlements Trade Assn,NATL STRUCTURED SETTLEMENT TRADE ASSN
Columbia Helicopters,COLUMBIA HELICOPTERS
Ariba Inc,ARIBA
Ameresco Inc,AMERESCO INC
Restaurant Assn of Metro Washington,RESTAURANT ASSOCIATION METROPOLITAN WASHINGTON
Public Interest Projects,PUBLIC INTEREST PROJECTS
NAES Corp,NAES Corporation
HF Ahmanson & Co,"AHMANSON & CO, H.F."
GovBiz Advantage,GovBiz Advantage Inc
"City of North Vernon, IN",NORTH VERNON UTILITY BOARD
Petrizzo Strategic Group,PETRIZZO STRATEGIC GROUP INC
Margery Ellen Leeder & Family,Ms. Margery Ellen Leeder and Family
First Pioneer Farm Credit ACA,"First Pioneer Farm Credit, ACA"
SMART Transportation Division,UNITED TRANSPORTATION UNION
Med-Care Diabetic & Medical Supplies,"Med-Care Diabetic & Medical Supplies, Inc."
Agriboard Industries,AGRIBOARD INDUSTRIES
Emd Chemicals,EMD CHEMICALS
Placer Ranch,PLACER RANCH
Recreational Equipment Inc,"Recreational Equipment, Inc."
Tribune Co,TRIBUNE COMPANY
"Trotter, Chad",Chad Trotter
District of Columbia National Guard Assn,District of Columbia National Guard Association
Managed Futures Assn,MANAGED FUTURES ASSN
Victims of Terrorism - Beirut/Lebanon/E Africa,VICTIMS OF TERRORISM - BEIRUT LEBANON AND EAST AFRICA
Metropolitan Community College of Omaha,METROPOLITAN COMMUNITY COLLEGE OF OMAHA
Outfitters Assn of America,OUTFITTERS ASSOCIATION OF AMERICA
Global Resources,GLOBAL RESOURCES
Flo-Sun Inc,FLO-SUN CORP
Outlaw Group,The Outlaw Group
Cygene Inc,CYGENE INC
CSL Behring,CSL BEHRING LLC
Thomas Jefferson University Hospital,"Thomas Jefferson University Hospital, Inc."
Intrepid Mining,Intrepid Mining LLC
Pacific Weather Inc,"Pacific Weather, Inc."
Dine College,DINE COLLEGE
Somerset Medical Center,SOMERSET MEDICAL CENTER
Air Line Pilots Assn,AIR LINE PILOTS ASSOCIATION INTERNATIONAL
Trover Solutions,TROVER SOLUTIONS
Pace Companies,PACE-CAPSTONE
Sybase Inc,SYBASE INC
LifeScan Inc,"LifeScan, Inc."
Harold Ford Group,THE HAROLD FORD GROUP
Academic Health Centers Clinical Research Forum,ACADEMIC HEALTH CENTERS CLINICAL RESEARCH FORUM
Arch Coal,ARCH COAL
National Children's Center,National Children's Center Foundation
"Town of Cary, NC","CARY-NC, TOWN OF"
Warner-Lambert,WARNER-LAMBERT CO
Capitol Dynamics,"Capitol Dynamics, LLC"
Citizen's Assembly Inc,"The Citizen's Assembly, Inc."
Industrial and Crane Services,"INDUSTRIAL & CRANE SERVICES, INC."
"Black, Crotty et al",BLACK CROTTY SIMS HUBKA & BARNETT
Hoopa Tribe,HOOPA TRIBE
Youth E-Vote,YOUTH E-VOTE
Nelson Irrigation,NELSON IRRIGATION CORPORATION
Hooters Inc,HOOTERS INCORPORATED & HOOTERS MANAGEMENT
Soft-Con Enterprises,"Soft-Con Enterprises, Inc."
Porter Technologies,PORTER TECHNOLOGIES
Beacon Consulting Group,"Beacon Consulting Group, Inc."
Southern Montana Elec Generation,Southern Montana Electric Generation & Transmission Cooperative
Marsh & McLennan,"Marsh & McLennan Companies, Inc."
"Grey, Clark et al","Grey, Clark, Shih & Associates Ltd."
Farmers for Clean Air & Water,Farmers for Clean Air and Water
Population Council,POPULATION COUNCIL
Mr. Stax Inc,Mr. Stax Inc.
KIND Management,KIND Management Inc
Delaware River & Bay Authority,DELAWARE RIVER & BAY AUTHORITY
Metro Government of Nashville & Davidson County,Metro Govt of Nashville and Davidson County
Virtual Drug Development,VIRTUAL DRUG DEVELOPMENT
Ogilvy Renault,OGILVY RENAULT
Informal Cltn/Prsrv Direct Access/Wine,INFORMAL COALITION TO PRESERVE DIRECT ADULT CONSUMER MARKET ACCESS TO WINE
American Petroleum Institute,American Petrolium Institute
Capstrat,CAPSTRAT
PG&E Corp,PG&E CORPORATION
ISP Sports,"ISP Sports, LLC"
Mt Vernon Barge Service,Mt. Vernon Barge Service
"Smith, Nancy M","SMITH, NANCY M."
Trident Seafoods,TRIDENT SEAFOODS CORPORATION
Galaxy Scientific,GALAXY SCIENTIFIC CORP
American Family Mutual Insurance,American Family Mutual Insurance Company S.I.
ASPCA,American Society for the Prevention of Cruelty to Animals
Physicians Hospital Assn,Physicians Hospital Association
Technikon Inc,"Technikon, Inc."
Toro Co,TORO CO
American Academy of Otolaryngology,AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD & NECK SURGERY
Teamsters Local 357,Teamsters Local Union 357
High Speed Ground Transportation Assn,HIGH SPEED GROUND TRANSPORTATION ASSN
Geisinger Health System Foundation,Geisinger Health Systems Foundation
Ameresco Inc,AMERESCO
Natl Council of Textile Organizations,National Council of Textile Organizations
Sippican Inc,SIPPICAN
Motorola Inc,"MOTOROLA, INC"
Jeld-Wen Inc,JELD-WEN
Up for Growth,Up for Growth National Coalition
Corporation for Enterprise Development,CORP FOR ENTERPRISE DEVELOPMENT
Hawker Battery,HAWKER BATTERY
MD & DC Credit Union Assn,MD & DC CREDIT UNION ASSN
OneMain Financial Group,"OneMain Financial Group, LLC"
Crusaders For Yahweh - Aryan Nations,Crusaders For Yahweh - Aryan Nations LLC.
Kapsch TrafficCom,Kapsch
Rutherfoord Division,"Rutherfoord Division, Marsh & McLennan Agency, LLC"
Ad Council,THE AD COUNCIL
"Equihua, Xavier",Xavier Equihua
Lafayette College,LAFAYETTE COLLEGE
Roaring Fork Railroad Holding Authority,ROARING FORK RAILROAD HOLDING AUTHORITY
Communities in Schools Inc,Communities In Schools
"City of San Juan, PR",Municipality of San Juan
Buffalo Supply,BUFFALO SUPPLY INC.
Nhp,NHP
Energy Future Holdings Corp,Energy Future Holding
Diebold Inc,DIEBOLD
"Buchanan, Ingersoll & Rooney","BUCHANAN INGERSOLL & ROONEY, PC"
Qualcomm Inc,QUALCOMM
Beam Global Spirits & Wine,BEAM GLOBAL SPIRITS & WINE
Nuevo Energy,NUEVO ENERGY
Division 1A Athletic Directors' Assn,DIVISION 1-A ATHLETIC DIRECTORS ASSN
El Dorado Chemical,El Dorado Chemical Company
"Muskett, Susan","MUSKETT, SUSAN"
"Riverside County, CA","Riverside County, California"
Pacific Seafood Processors Assn,PACIFIC SEAFOOD PROCESSORS ASSN
Pennsylvania Convention Center Authority,PENNSYLVANIA CONVENTION CENTER AUTHORITY
Riverain Medical,RIVERAIN MEDICAL
LDI Assoc,"LDI Associates, LLC."
Chris Findlater,CHRIS FINDLATER
Lantheus Medical Imaging,"LANTHEUS MEDICAL IMAGING, INC."
Farmers Investment Co,FARMERS INVESTMENT COMPANY
California State University System,CALIFORNIA STATE UNIV
Sampson FMP Assoc,"Sampson FMP Associates, Inc."
Kent State University,KENT STATE UNIVERSITY
Connex North America,VEOLIA NA
Neuren Pharmaceuticals,"NEUREN PHARMACEUTICALS, INC"
Lock Bay LLC,"Lock Bay, LLC"
Nol Group,NOL GROUP
Ormet Corp,Ormet Corporation
Novolipetsk Steel,NOVOLIPTSK STEEL
Southern Offshore Fishing Assn,SOUTHERN OFFSHORE FISHING ASSN
St Bernardine Medical Center,ST BERNARDINE MEDICAL CENTER
Coalition to Preserve Integrity Amer Trademarks,COALITION TO PRESERVE THE INTEGRITY OF THE AMERICAN TRADEMARKS
Goodrich Pump & Engine Control Systems,GOODRICH PUMP & ENGINE CONTROL SYSTEMS
Otonomy Corp,Otonomy Corporation
"Weir, Benjamin-Carol-John","WEIR, BENJAMIN, CAROL & JOHN"
Adult Congenital Heart Assn,Adult Congenital Heart Association
Trident Research,Trident Research LLC
Australian Dairy Corp,AUSTRALIAN DAIRY CORP
Limoneira Lewis Community Builders,"Limoneira Lewis Community Builders, LLC"
Concurrent Technologies,CONCURRENT TECHNOLOGIES CORPORATION
Mathematiques Appliquees,MATHEMATIQUES APPLIQUEES S.A.
Seaway Group,SEAWAY GROUP LLC
"Coughlin, Corey",Corey Coughlin
Host Marriott Corp,HMS HOST
SunTrust Banks,SUNTRUST BANKS
Momenta Pharmaceuticals,"Momenta Pharmaceuticals, Inc."
National Foreign Trade Council,"NATIONAL FOREIGN TRADE COUNCIL, INC"
"Flatley, Maureen K","FLATLEY, MAUREEN K"
Serepta Therapeutics,SEREPTA THERAPEUTICS INC
"Sauls, Michael",Mr. Michael Sauls
"Long, Aldridge & Norman",LONG ALDRIDGE & NORMAN
Owner-Operator Independent Drivers Assn,OWNER OPERATOR INDEPENDENT DRIVERS ASSOCIATION
Arnold Agency,The Arnold Agency
"Swain County, NC","Swain County, North Carolina"
American Assn of Physician Specialists,AMERICAN ASSN OF PHYSICIAN SPECIALISTS PAC
Equifax Inc,"Equifax, Inc."
Professional Facilities Management,PROFESSIONAL FACILITIES MANAGEMENT
Microanalytic Systems,"Micro Analytic Systems, Inc."
Twenty-First Century Group,"TWENTY-FIRST CENTURY GROUP, INC."
National Assn of Letter Carriers,NATIONAL ASSOCIATION OF LETTER CARRIERS
Common Sense Common Solutions,COMMON SENSE SOLUTIONS
MedCath Inc,MEDCATH
Securities Industry & Financial Mkt Assn,Security Industry Association
St John's Riverside Hospital,ST JOHNS RIVERSIDE HOSPITAL
Merrill-Stevens,MERRILL-STEVENS
Whole Foods Market,"Whole Foods Markets, Inc."
Iroquois Gas Transmission System,"Iroquois Gas Transmission System, LP"
Gannon Technologies,GANNON TECHNOLOGIES
Professional Bail Agents of the US,PROFESSIONAL BAIL AGENTS OF THE U.S.
US Hispanic Chamber of Commerce,UNITED STATES HISPANIC CHAMBERS OF COMMERCE
Ernst & Young,WASHINGTON COUNCIL ERNST & YOUNG
Mylan Laboratories,MYLAN LABORATORIES
"Seidlits, Curtis L","Curtis L. Seidlits, Jr."
SureFire LLC,"SUREFIRE, LLC"
Toney Watkins Co,The Toney Watkins Company
Transformation Advisors Group,Transformation Advisors Group LLC
Novomer Inc,"Novomer, Inc."
CH2M Hill,"CH2M HILL COMPANIES, LTD"
Dow Corning,DOW CORNING CORP
DCH Technology,DCH TECHNOLOGY
David L Horne LLC,David Horne
APTIM,APTIM CORP.
"Murray, Montgomery & O'Donnell",MURRAY MONTGOMERY & ODONNELL
Lackman & Assoc,LACKMAN & ASSOCIATES LLC
Electronic Retailing Assn,ELECTRONIC RETAILING ASSN
Center to Protect Patient Rights,Center to Protect Patients' Rights
Small Business Finance Assn,Small Business Finance Association
AFG Biosystems,AFG BIOSYSTEMS
Mr Jim Adams,Mr. Jim Adams
Preneed Insurers Govt Programs Coalition,PRENEED INSURERS COALITION
Inmark Inc,INMARK INC
Envista,Envista Corporation
Project Love Remember the Children Found,Project Love Remember the Children Foundation
EnergySolutions Inc,"EnergySolutions, Inc."
Republican Leadership Coalition,REPUBLICAN LEADERSHIP COALITION
Navatek,"Navatek, LTD"
United Airlines,"UNITED AIRLINES, INC"
HDTandem,HD Tandem
MetalWorks PMD,METALWERKS PMD INC
Zipnosis Inc,Zipnosis Inc.
NACCO Industries,NAACO INDUSTRIES
AB Ukio Bankas,Ukio Bankas
Greenlight Capital,GREENLIGHT CAPITAL
Orlando-Orange County Expressway Auth,Orlando-Orange County Expressway Authority
Intelsat Ltd,Intelsat
Devon Energy,DEVON ENERGY PRODUCTION COMPANY L P
CF Industries,"CF INDUSTRIES, INC"
Marine Industries Assn of South Florida,MARINE INDUSTRIES ASSN OF SOUTH FLORIDA
Digital System Resources Inc,GD-ADVANCED INFORMATION SYSTEMS
Southern Co,THE SOUTHERN CO
Ocean Tomo,OCEAN TOMO
Wolters Kluwer Health,WOLTERS KLUWER
HealthSouth Corp,Healthsouth Corporation
Proteus Digital Health,"PROTEUS DIGITAL HEALTH, INC."
Dunrath Capital,DUNRATH CAPITAL
Sensurion Inc,Sensurion Inc.
"Daly, Thomas R",Thomas R. Daly
E-LOAN Inc,E-LOAN
Walgreen Co,WALGREEN COMPANY
Oxfam America,Oxfam
Merrill Lynch,MERRILL LYNCH & CO INC
BrightSource Energy,"BrightSource Energy, Inc."
Consumer Specialty Products Assn,CONSUMER SPECIALTY PRODUCTS ASSN
Hampstead Partners,HAMPSTEAD PARTNERS
Williams & Asby,WILLIAMS & ASBY
Ellsworth Government Relations,"Ellsworth Government Relations, LLC"
Aleutian Pribilof Islands Assn,ALEUTIAN PRIBILOF ISLAND COMMUNITY DEVELOPMENT ASSN
Barclays Capital,Barclays Capital Inc.
Oklahoma Indian Gaming Assn,OKLAHOMA INDIAN GAMING ASSN
RHC Communities,RHC COMMUNITIES
Elekta Inc,"Elekta, Inc."
Thompson & Thompson,THOMPSON & THOMPSON
Access Systems Inc,"ACCESS SYSTEMS, INC."
Joint Commission on Accreditation/Healthcare Orgs,Joint Commission on Accreditation of Healthcare Organizations
National Football Foundation,NATL FOOTBALL FOUNDATION
AstraZeneca Pharmaceuticals,ASTRAZENECA INC
Drew University,DREW UNIV
Certainteed Corp,CERTAINTEED CORPORATION
Ocean Duke Corp,Ocean Duke Corporation
National Turkey Federation,NATIONAL TURKEY FEDERATION
Light Options,Flight Options
New York Police Dept,NEW YORK POLICE DEPARTMENT
Wave Technologies,"WAVE TECHNOLOGIES, INC"
Natl Forest Counties & Schools Coalition,NATL FOREST COUNTIES & SCHOOLS COALITION
Kl Strategies,MULROY LICAUSI & GIBBS
Union Pacific Corp,UNION PACIFIC CORPORATION
California State University/Long Beach,CALIFORNIA STATE UNIV SAN BERNARDINO FOUNDATION
Health Info & Management Systems Society,HEALTH INFORMATION & MANAGEMENT SYSTEMS SOCIETY
Doe Fund,"DOE FUND, INC, THE"
Micron Technology,"MICRON TECHNOLOGY, INC"
Legislative Initiatives,LEGISLATIVE INITIATIVES
"City of Forsyth, GA","CITY OF FORSYTH, GEORGIA"
JPMorgan Chase & Co,JPMorgan Chase Bank N.A.
National Council of Investigation & Security Svcs,NATIONAL COUNCIL OF INVESTIGATION & SECURITY SERVICES
V System Composites,V SYSTEM COMPOSITES INC
Sader Power Enterprises,Sader Power Enterprises LLC
"Llalla, Adriatik",Adriatik Llalla
Marnell Companies,"Marnell AK, LLC"
International Premium Cigar & Pipe Retailers Assn,International Premium Cigar and Pipe Retailers Association
Paypal Inc,PAYPAL
Pink Summit,"Pink Summit,LLC"
Deka Research & Development,DEKA Research and Development Corporation
Jarden Corp,JARDEN CORPORATION
Anodyne Therapy,ANODYNE THERAPY LLC
NGSS Avondale Operations,AVONDALE INDUSTRIES
AT&T,AT&T CORP
Connecticut Public Broadcasting,Connecticut Public Broadcasting Inc.
Antique Tribal Art Dealers Assn,"The Antique Tribal Art Dealers Association, Inc."
"Hampton, VA Fed Area Dev Authority","FEDERAL AREA DEVELOPMENT AUTHORITY OF THE CITY OF HAMPTON, VIRGINIA"
American Maritime Partnership,AMERICAN MARITIME PARTNERSHIP
"City of Fullerton, CA",CITY OF FULLERTON
Murfreesboro Pharm Nursing Supply,Murfreesboro Pharmaceutical Nursing Supply
Telecommunications Systems Inc,TELECOMMUNICATION SYSTEMS INC
Wilson & Wasserstein,WILSON & WASSERSTEIN
"Ross Township, PA",ROSS TOWNSHIP
Verizon Communications,Verizon Communications Inc. and various subsidiaries
"City of Arlington, TX",City of Arlington
Ickes & Enright Group,"THE ICKES AND ENRIGHT GROUP, INC."
K12 Inc,K-12
Ietan Consulting,"Ietan Consulting, LLC"
Trueposition Inc,"TRUEPOSITION, INC"
Nevada Dept of Transportation,"NEVADA, STATE OF - DEPARTMENT OF TRANSPORTATION"
