string0,string1
Suzanne Wright Foundation,The Suzanne Wright Foundation
Otto Bock Health Care,OTTO BUCH
Accurate Automation,ACCURATE AUTOMATION
Consumers Power,SPRINT NEXTEL CORP
Connecticut State University System,CONNECTICUT STATE COLLEGES & UNIVERSITIES
Law Offices of Paul F Dauer,"DAUER, LAW OFFICES OF PAUL F"
National Transgender Advocacy Coalition,NATL TRANSGENDER ADVOCACY COALITION
Mid Gulf Disaster Recovery Services,"Mid Gulf Disaster Recovery Services, LLC"
Turlock Irrigation District,TURLOCK IRRIGATION DITCH
Artel Inc,"ARTEL, INC."
Incitor Llc,INCITOR LLC
Asian/Pacific Islander Amer Health Forum,Asian & Pacific Islander American Health Forum
Ameritrade,TD AMERITRADE HOLDING CORP
Marvin Leath Assoc,"LEATH ASSOC, MARVIN"
High Speed Ground Transportation Assn,HIGH SPEED GROUND TRANSPORTATION ASSN
University of California/Irvine,UNITED STATES HISPANIC CHAMBERS OF COMMERCE
SoundExchange,SOUND EXCHANGE FORMELY KNOWN AS MUSIC FIRST COALITION
Aristatek Inc,"ARISTATEK, INC."
Corvias Air Force Living,Corvias Air Force Living LLC
QuantaLife Inc,QuantaLife Incorporated
Energy Enterprise Solutions,Energy Enterprises Solutions LLC
Iridium Satellite,IRIDIUM SATELLITE LLC
TriMedx Healthcare Technology Management,TriMedx
Society of the Plastics Industry,SOCIETY OF THE PLASTICS INDUSTRY
"Village of Carpentersville, IL",VILLAGE OF CARPENTERSVILLE
"City of Fort Worth, TX",CITY OF FORT WORTH
Engelhard Corp,BASF CATALYSTS LLC
Washington Tax & Public Policy Group,The Washington Tax Group LLC
Pitney Bowes Inc,PITNEY BOWES
Vigilant Worldwide Communications,VIGILANT WORLDWIDE COMMUNICATONS
Freepoint Commodities,Freepoint Commodities LLC
Allscripts Inc,ALLSCRIPTS
Clean Coal Technology Coalition,CLEAN COAL TECHNOLOGY COALITION
Laborers Union,LABORERS' INTERNATIONAL UNION OF NORTH AMERICA
Pennsylvania House Redevelopment,Pennsylvania House Redevelopment LP
Sanofi-Pasteur Inc,SANOFI PASTEUR INC
Mercury Systems,"Mercury Systems, Inc."
Hyjek & Fix,HYJEK & FIX INC
Lexi Energy,LEXI ENERGY
Halliday Inc,HALLIDAY
Allens Lane Art Center,ALLENS LANE ART CENTER
American Magnesium,"American Magnesium, LLC"
Anti-Defamation League,ANTI-DEFAMATION LEAGUE
Coalition of Domain Name Registrars,COALITION OF DOMAIN NAME REGISTRARS
Corcoran & Johnston,CORCORAN JOHNSTON & BLAIR
"Adduci, Mastriani & Schaumberg",ADDUCI MASTRIANI & SCHAUMBERG
Natl Assn State Head Injury Admins,National Association of State Head Injury Administrators
Pasteur Merieux Connaught,SANOFI PASTEUR
"Basavaraj, Prashanth",Capt. Prashanth Basavaraj
"Haun, Ibis","HAUN, IBIS"
Immigration Musm/New Americans Post WWII,IMMIGRATION MUSEUM OF NEW AMERICANS POST WWII
New York State Bar Assn,NEW YORK STATE BAR ASSN
Quest Diagnostics,Quest Diagnostics Incorporated
Personalized Cancer Therapy Inc,"Personalized Cancer Therapy, Inc."
California Assn of Public Hospitals,CALIFORNIA ASSN OF PUBLIC HOSPITALS
TE Woods Homebuilders,"WOODS HOMEBUILDERS, T.E."
"Willkie, Farr & Gallagher","WILLKIE FARR & GALLAGHER, LLC"
Community Hospital Corp,Community Healthcare Corp.
StarChase,"StarChase, LLC"
Stewart Enterprises,STEWART ENTERPRISES
Rubber & Plastic Footwear Mfrs Assn,Rubber and Plastic Footwear Manufacturers Association
"Office of the Mayor Omaha, NE",OFFICE OF THE MAYOR CITY OF OMAHA NE
National Afterschool Assn,National AfterSchool Association
John C Lincoln Health Foundation,John C. Lincoln Health Foundation
Shell Oil,Shell Oil Company
MGI Pharma,MGI PHARMA
Medical Mutual of Ohio,MEDICAL MUTUAL OF OH
Tenant-In-Common Assn,TENANT IN COMMON ASSOCIATION
Coalition Agnst Unfair USPS Competition,COALITION AGAINST UNFAIR U.S. POSTAL SERVICE COMPE
"Salt Lake County, UT",Salt Lake County
Community Options,COMMUNITY OPTIONS
Arch Mortgage Insurance,Arch Mortgage Insurance Company
American Family Enterprises,AMERICAN FAMILY ENTERPRISES
Potomac Counsel,POTOMAC COUNSEL
National Assn of Investment Companies,NATL ASSN OF INVESTMENT COS
Fish & Game Frontiers,FISH & GAME FRONTIERS
Ethyl Petroleum Additives,AFTON CHEMICAL CORP
"Fragomen, Del Rey et al","Fragomen, Del Rey, Bernsen & Loewy, LLP"
Kingfisher Systems,"Kingfisher Systems, Inc."
"Ellsworth, Gary G","ELLSWORTH, GARY G"
National Housing Law Project,NATL HOUSING LAW PROJECT
GE Financial Assurance,GE FINANCIAL ASSURANCE
Electromet Corp,Electromet Corporation
Amazon.com,"Amazon.com Services, Inc."
Handgun Control Inc,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE
Washington Adventist Hospital,WASHINGTON ADVENTIST HOSPITAL
Educational Adventures,EDUCATIONAL ADVENTURES INC
Business Roundtable,THE BUSINESS ROUNDTABLE
Akers Biosciences,"AKERS BIOSCIENCES, INC"
Philadelphia College of Osteopathic Medicine,PHILADELPHIA COLLEGE OF OSTEOPATHIC MED
Ashley O Thrift PLLC,"Ashley O. Thrift, PLLC"
Basic Education Coalition,BASIC EDUCATION COALITION
Jenkins Hill Consulting,"JENKINS HILL CONSULTING, LLC."
Elevate,"ELEVATE CREDIT, INC."
WhamTech Inc,"WHAMTECH, INC"
Ropes & Gray,"Ropes & Gray, LLP"
Apria Healthcare,"APRIA HEALTHCARE, INC"
"Warner, Ann D","WARNER, ANN D."
Advanced Power Systems International,ADVANCED POWER SYSTEMS INTL
BF Goodrich,GOODRICH CORPORATION
United Jewish Org of Williamsburgh,"United Jewish Organizations of Williamsburgh, Inc."
Teaching Point Inc,"TEACHING POINT, INC"
Energy Transfer Partners,"Energy Transfer Partners, L.P."
Tenneco Inc,TENNECO INC
K&L Gates,K&L Gates LLP
Pom Group,"POM GROUP, INC."
Convergence Services Inc,CONVERGENCE SERVICES INC
Canberra Aquila Inc,CANBERRA AQUILA
International Assn of Fire Fighters,International Association of Fire Fighters
Corridor 67 Inc,CORRIDOR 67
National Beef Packing,NATIONAL BEEF PACKING COMPANY LLC
GlaxoSmithKline,SMITHKLINE BEECHAM
St Jude Medical,"St. Jude Medical, Inc."
Ahern Painting Contractors,TA Ahern Contractors Corp.
Connecticut Steel Corp,CONNECTICUT STEEL CORP
"Miller, Richard W",Richard W. Miller
Steven & Michelle Kirsch Foundation,"KIRSCH FOUNDATION, STEVEN & MICHELLE"
Ethanex Energy,"Ethanex Energy, Inc."
JPMorgan Chase & Co,"J.P. Morgan Chase Bank, N.A."
"Mills, Gordon",Gordon Mills
Acumentrics Corp,ACUMENTRICS CORP
International Mountain Bicycling Assn,INTL MOUNTAIN BIKING ASSN
Research In Motion,RESEARCH IN MOTION
Hanwha Corp,HANWHA CORP
Union Construction Industry Partnership,UNION CONSTRUCTION INDUSTRY PARTNERSHIP APPRENTICESHIP SKILLS ACHIEVEMENT PROGRA
Sae Llc,SAE LLC
Harshman Consulting,HARSHMAN CONSULTING LLC
Mobile Climate Control,MOBILE CLIMATE CONTROL CORP
Aerospace Products SE,"AEROSPACE PRODUCTS S.E., INC."
UST Public Affairs,UST PUBLIC AFFAIRS INC.
Alexeter Technologies,ALEXETER TECHNOLOGIES
Merchant's Payments Coalition,"MERCHANTS PAYMENTS COALITION, INC"
The Advocacy Group,ADVOCACY GROUP
Teaching Point Inc,TEACHING POINT
University of Hawaii/Medical School,University of Hawaii John A. Burns School of Medicine
"Fragomen, Del Rey et al","FRAGOMEN DELREY BERNSEN & LOEWY, PC"
United Postmasters & Managers of America,United Postmasters and Managers of America
Cutting Edge Theatre Inc,Cutting Edge Theatre Inc.
Committee for Freedom of the Internet,COMMITTEE FOR THE FREEDOM OF THE INTERNET
COCO Communications,COCO COMMUNICATIONS
"DeWitt, Jackson",Jackson DeWitt
Oregon Econ Development Dept/Ports,OREGON ECONOMIC & COMMUNITY DEVELOPMENT FORUM
Industrial Fabrics Assn International,INDUSTRIAL FABRICS ASSN INTL
American Sheep Industry Assn,AMERICAN SHEEP INDUSTRY ASSN
Association of O&C Counties,ASSOCIATION OF O&C COUNTIES
i2Telecom International,i2 Telecom
Kinetic Concepts,Kinetic Concepts Inc.
Association of KFC Franchisees,ASSN OF KENTUCKY FRIED CHICKEN FRANCHISEES INC
Franklin Square Capital Partners,"Franklin Square Holdings, L.P."
Shubrick Llc,SHUBRICK LLC
General Electric Healthcare,GE Healthcare
Coalition/Excellence in Med Monitoring,COALITION FOR EXCELLENCE IN MEDICATION MONITORING
"Scott County, MN",COUNTY OF SCOTT MINNESOTA
Alan Mauk Assoc,"MAUK ASSOC, ALAN"
Excel Services Corp,Excel Services Corporation
Cometals,"Cometals, a Division of Commercial Metals Company"
Southwest Collaborative,SOUTHWEST COLLABORATIVE
Intralox Inc,INTRALOX
David Funderburk Assoc,"FUNDERBURK ASSOC, DAVID"
APIC Regional Center,"APIC Regional Center, LLC"
Novavax Inc,"NOVAVAX, INC"
American College of Surgeons,AMERICAN COLLEGE OF SURGEONS
Honda North America,HONDA NORTH AMERICA INC
NCI Coalition,NCI COALITION
Hauenstein Ctr for Presidential Studies,HAUENSTEIN CENTER FOR PRESIDENTIAL STUDIES
"San Joaquin County, CA",SAN JOAQUIN COUNTY
Inologic,ISM THERAPEUTICS
Kickapoo Traditional Tribe of Texas,KICKAPOO TRADITIONAL TRIBE OF TEXAS
"Mitchell, Williams et al","MITCHELL WILLIAMS SELIG GATES & WOODYARD, P.L.L.C."
Millennium Corp,Millennium Corporation
CCI Construction,CCI CONSTRUCTION
DXC Technology,DXC TECHNOLOGY CO AND AFFILIATES
Enviroair Llc,"ENVIROAIR, LLC"
Stupp Brothers,"Cornerstone Government Affairs obo Stupp Brothers, Inc."
Invest in Education Coalition,"INVEST IN EDUCATION COALITION, INC."
National Club Assn,NATL CLUB ASSN
Woods Hole Institute of Technology,"WOODS HOLE INSTITUTE OF TECHNOLOGY, INC"
Jo-Ann Stores,"Jo-Ann Stores, LLC"
College of American Pathologists,COLLEGE OF AMERICAN PATHOLOGISTS
Coal Operators & Assoc,"COAL OPERATORS & ASSOC, INC"
"Talley, Robert",Robert Talley
Colorado Railcar Manufacturing,"COLORADO RAILCAR MFG., LLC"
Hilcorp Energy,Hilcorp Energy Company
"Parven, Pomper & Schuyler",Parven Pomper Strategies Inc.
LPL Financial,LPL Financial Corporation
Reinvestment Fund,The Reinvestment Fund
Advocates for Highway & Auto Safety,Advocates for Highway and Auto Safety
Patricia Wood,Ms. Patricia Wood
Plum Creek Timber,"PLUM CREEK TIMBER COMPANY, INC."
Coalition for Plant & Life Science,COALITION FOR PLANT AND LIFE SCIENCES
NVR Inc,"NVR, INC"
City of Hope National Medical Center,City of Hope Medical Center
Phoenix Aerospace,PHOENIX AEROSPACE INC.
Koch Performance Roads,KOCH PERFORMANCE ROADS
History Makers,THE HISTORY MAKERS
William Jewell College,WILLIAM JEWELL COLLEGE
Colorado Hospital Assn,COLORADO HOSPITAL ASSN
National Restaurant Assn,NATL RESTAURANT ASSN
Great Lakes Indian Fish/Wildlife Commiss,GREAT LAKES INDIAN FISH AND WILDLIFE COMMISSION
BFX Hospitality Group,BFX HOSPITALITY GROUP
"Schultz, Ronald Jeffrey","SCHULTZ, RONALD JEFFREY"
Hogan & Hartson,HOGAN & HARTSON LLP
Solvay Pharmaceuticals,SOLVAY PHARMACEUTICALS INC
Geosynthetic Materials Assn,Geosynthetic Materials Association -Industrial Fabrics Association International
Crescendo Bioscience,Crescendo Bioscience Inc.
International Furniture Rental Assn,INTL FURNITURE RENTAL ASSN
Natl Cncl/Investigative & Security Svcs,NATL COUNCIL OF INVESTIGATIVE & SECURITY SERVICES
Western Reserve Historical Society,WESTERN RESERVE HISTORICAL SOCIETY
Advocates Inc DC,ADVOCATESINC DC LTD.
Sporting Goods Manufacturers Assn,Sporting Goods Manufacturers Association
Alvarez & Marsal,"Alvarez & Marsal Holdings, LLC"
AmerisourceBergen Corp,AmeriSourceBergen Corporation
WEC Energy Group,WISCONSIN ENERGY CORPORATION
Redfish Telemetrix,REDFISH TELEMETRIX
Astani Enterprises,Astani Enterprises Inc.
Dentons US,"McKenna, Long & Aldridge"
Conduent Inc,Conduent Incorporated
BASF Corp,BASF CORP
Truck Renting & Leasing Assn,TRUCK RENTING AND LEASING ASSOCIATION
Intl Trust Fund/Demining & Mine Victims,INTL TRUST FUND FOR DEMINING & MINE VICTIMS ASSISTANCE
Melville Assoc,Melville Associates
Center for Coastal Conservation,Center for Sportfishing Policy
AFL-CIO Transportation Trades Dept,"TRANSPORTATION TRADES DEPARTMENT, AFL-CIO"
Natl Council for Diversity Health Profs,NATIONAL COUNCIL FOR DIVERSITY IN THE HEALTH PROFESSIONS
Securities Industry & Financial Mkt Assn,SECURITIES INDUSTRY & FINANCIAL MARKETS ASSN
Future Fuels,"Future Fuels, LLC"
St Francis Healthcare,ST FRANCIS HEALTHCARE
Duane Morris Government Strategies,DUANE MORRIS GOVERNMENT AFFAIRS LLC
GlaxoSmithKline,SMITH KLINE BEECHAM
Western Atlas International,WESTERN ATLAS INTL
Schwan Food,THE SCHWAN FOOD COMPANY
REM Strategies,"REM Strategies, LLC."
GRIT Energy Services,GRIT Energy Services Inc.
United Motorcoach Assn,UNITED MOTORCOACH ASSOCIATION
Charlotte-Mecklenburg Housing Prtnership,CHARLOTTE MECKLENBURG HOUSING PARTNERSHIP
Applied Biosystems,APPLIED BIOSYSTEMS
"City of Oviedo, FL","CITY OF OVEIDO, FL"
Toppan Photomasks Inc,TOPPAN PHOTOMASKS
Polimaster Inc,"Polimaster, Inc."
Honeywell International,HONEYWELL CORPORATION
Ferris State University,FERRIS STATE UNIV
CKP Insurance,"CKP Insurance, LLP"
Military Clothing Components Coalition,MILITARY CLOTHING COMPONENTS COALITION
Simdesk Technologies,"SIMDESK TECHNOLOGIES, INC"
"Chilo, Christian",christian chilo
Boy Scouts Council of Natl Capital Area,"NATL CAPITAL AREA COUNCIL, BOY SCOUTS OF AMERICA"
Association of Bermuda Insurers & Reinsurers,Assn of Bermuda Insurers & Reinsurers
Dell EMC,EMC Corporation
Oshkosh Truck Corp,OSHKOSH TRUCK
"Warner, Norcross & Judd","Warner, Norcross & Judd LLP"
Plains Cotton Growers,"Plains Cotton Growers, Inc."
Oleumtech Inc,"OLEUMTECH, INC."
Johnson & Johnson,"JOHNSON & JOHNSON, INC"
McGraw-Hill Companies,THE MCGRAW-HILL COMPANIES
"South Brunswick Township, NJ",SOUTH BRUNSWICK TOWNSHIP
Florida State University,FLORIDA STATE UNIV SYSTEM
Fedn of Electric Power Cos of Japan,FEDERATION OF ELECTRIC POWER COS OF JAPAN
Leo Wright Assoc,"WRIGHT ASSOC, LEO"
Guard,GUARD
Institute for Liberty & Democracy,"INSTITUTE FOR LEGAL REFORM, AN AFFILIATE OF THE U.S. CHAMBER OF COMMERCE"
Ionatron Inc,"IONATRON, INC."
"Cummings, Philip T","CUMMINGS, PHILIP T."
SAP Public Services,SAP PUBLIC SERVICES
Coca-Cola Co,THE COCA-COLA COMPANY
Philip W Johnston Assoc,"JOHNSTON ASSOC, PHILIP W"
"Fedn/Behavorial, Psych & Cognit Sciences",FEDERATION OF BEHAVIORAL PSYCHOLOGICAL & COGNITIVE SCIENCES
Tenaska Inc,TEANSKA INC
Solvay Pharmaceuticals,SOLVAY PHARMACEUTICALS
"Dearing, Brian",Mr. Brian Dearing
"Dewhirst, Mary",Mary Dewhirst
SEA Streak America,SEA STREAK AMERICA INC
School Board of Broward County,"SCHOOL BOARD OF BROWARD COUNTY, FLORIDA"
Korean International Trade Assn,KOREAN INTL TRADE ASSN
Abiomed Inc,ABIOMED
United Payors & United Providers,UNITED PAYORS UNITED PROVIDERS
Medical Imaging Contrast Agent Assn,Medical Imaging Contrast Agent Association
CSCM Inc,CSCM INC
Pike Assoc,Pike Associates
Michael Baker Corp,MICHAEL BAKER CORPORATION
Entergy Operations,ENTERGY CORP
PNC Financial Services,THE PNC FINANCIAL SERVICES GROUP
Rubicon Advisors,"RUBICON ADVISORS, LLC"
Nevada Broadcasters Assn,Nevada Broadcasters Association
Dulany Industries,"Dulany Industries, Inc."
Hawaiian Airlines,"Hawaiian Airlines, Inc."
Conlon Public Strategies,"CONLON PUBLIC STRATEGIES, INC."
Stamford Hospital,STAMFORD HOSPITAL
WaterISAC,WATERISAC
eView Technologies,E-VIEW TECHNOLOGIES INC
College of St Rose,COLLEGE OF SAINT ROSE
Ohel Children's Home & Family Services,OHEL CHILDREN'S HOME AND FAMILY SERVICES
PokerTribes.com,Pokertribes.com
"Montgomery County, MD",MONTGOMERY COUNTY MD
BNSF Railway,BURLINGTON NORTHERN SANTA FE CORP
"Porter, Christopher",Christopher Porter
Health Pathways,HEALTH PATHWAYS
Hawaii Longline Assn,Hawaii Longline Association
Novolyte Technologies,Novolyte Technologies Inc.
Cigar Assn of America,"Cigar Association of America, Inc."
Vital Performance,VITAL PERFORMANCE LLC
"Cleary, Gottlieb et al",CLEARY GOTTLIEB STEEN & HAMILTON LLP
Ophthotech Corp,Ophthotech Corp.
Public Policy Resources,PUBLIC POLICY RESOURCES
Public Safety Corp,PUBLIC SAFETY CORP
eMagin Corp,EMAGIN CORP
Roderick Owens Law,Roderick Owens Law PLLC
School of Visual Arts,SCHOOL OF VISUAL ARTS
Helios,HELIOS
Energy & Environment Twenty-One,"ENERGY & ENVIRONMENT TWENTY-ONE, INC."
GE Investment,GE INVESTMENT CORP
Liberty Starz,STARZ LLC
OptComp LLC,"Optcapital, LLC"
Cabelas Ventures,CABELAS VENTURES
Electronic Commerce Assn,ELECTRONIC COMMERCE ASSN
Appalachian Trail Conservancy,APPALACHIAN TRAIL CONSERVANCY
Icahn Assoc,Icahn Associates LLC
Federated Investors Inc,"Federated Investors, Inc."
Atlas Air,ATLAS AIR
Interstate Batteries,"Interstate Battery System of America, Inc."
Maptech,MAPTECH
Argon ST,ARGONST
Microvision Inc,MICROVISION INC
Van Fleet & Assoc,VAN FLEET
Home Depot,HOME DEPOT
Aegerion Pharmaceuticals,AEGERION PHARMACEUTICALS A NOVELION THERAPEUTICS COMPANY
Raytheon TI Systems,RAYTHEON SYSTEMS CO
Qiagen Inc,"Qiagen Sciences, Inc."
CEO Coalition/Advance Sustainable Tech,CEO COALITION TO ADVANCE SUSTAINABLE TECHNOLOGY
American University,AMERICAN UNIV
Council for Global Immigration,AMERICAN COUNCIL ON INTERNATIONAL PERSONNEL
Affirm Inc,"Affirm, Inc."
"Town of Mooresville, NY","MOORESVILLE-NC, TOWN OF"
McMillan Group,MCMILLAN GROUP
Rolls-Royce North America,ROLLS-ROYCE NORTH AMERICA INC
Rocky Mountain Elk Fountain,ROCKY MOUNTAIN ELK FOUNTAIN
National Head Start Assn,NATL HEAD START ASSN
Globe Metallurgical,Globe Metallurgical Inc.
Southwest Water,SOUTHWEST WATER CO
Concord-Assabet Family & Adolescent Svcs,CONCORD-ASSABET FAMILY & ADOLESCENT SERVICES
Johnsonville Sausage,Johnsonville Sausage LLC
Appian Corp,Appian Corporation
Prudential Financial,Prudential Financial Corporation
Cross County Computer Corp,CROSS COUNTRY COMPUTER CORP
Balfour Beatty Construction,BALFOUR BEATTY CONSTRUCTION LLC
Independent Insurance Agents & Brokers of America,INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA
"Evans, Holly",Holly Evans
Cincinnatus Llc,CINCINNATUS LLC
Nutley Township Dept of Public Works,TOWNSHIP OF NUTLEY
"Lilly, Ralph",LILLY. RALPH
SSL LLC,SSL
American Herbal Products Assn,AMERICAN HERBAL PRODUCTS ASSN
Hydroelectric Licensing Reform Task Forc,HYDROELECTRIC LICENSING REFORM TASK FORCE
Cavalia USA,CAVALIA USA
Latham & Watkins,"Latham & Watkins, LLP"
Society for Human Resource Management,SOCIETY OF HUMAN RESOURCE MANAGEMENT
Coalition for Encryption Reform,COALITION FOR ENCRYPTION REFORM
Good Samaritan Hospital Medical Center,GOOD SAMARITAN HOSPITAL MEDICAL CENTER
Eye Bank Assn of America,EYEBANK ASSN OF AMERICA
Arkat Nutrition,ARKAT NUTRITION
Potomac Group,The Potomac Group
Keiser University,KEISER COLLEGIATE SYSTEM
Alabama State University,ALABAMA STATE UNIVERSITY
TRW Space & Electronics Group,TRW SPACE & ELECTRONICS GROUP
Cook Inlet Region Inc,"COOK INLET REGION, INC"
Lifesafer Interlock,"Lifesafer Interlock, Inc."
Menssana Research Inc,"Menssana Research, Inc."
Corning Inc,"CORNING, INC"
National Renewable Resources,NATL RENEWABLE RESOURCES
Fleischman & Walsh,FLEISCHMAN & WALSH
Natl Assn Of Student Financial Aid Admin,National Association of Student Financial Aid Administrators
Oscar Group,"The Oscar Group, LLC"
Computer & Communications Industry Assn,COMPUTER & COMMUNICATION INDUSTRY ASSN
Cooper Standard Automotive,COOPER STANDARD AUTOMOTIVE
SASH Communications,SASH COMMUNICATIONS
SFK Pulp Recycling,SFK PULP RECYCLING
American Academy of Otolaryngic Allergy,AMERICAN ASSN OF CLINICAL UROLOGISTS
Dow Lohnes Government Strategies,"DowLohnes Government Strategies, LLC"
Doby George LLC,DOBY GEORGE LLC
Cambria Community Services District,CAMBRIA COMMUNITY SERVICES
Cellphire Inc,"Cellphire, Inc."
Information Technology & Applications Co,INFORMATION TECHNOLOGY AND APPLICATION CO.
Cookeville Regional Medical Center,COOKEVILLE REGIONAL MEDICAL CENTER
Kentucky Interlocal School Transp Assn,KENTUCKY INTERLOCAL SCHOOL TRANSPORTATION ASSN
Whirlpool Corp,WHIRLPOOL CORPORATION
BetzDearborn Inc,BETZDEARBORN
American Foundation for the Blind,AMERICAN FOUNDATION FOR THE BLIND
KidsPeace,KIDSPEACE CORP
BP,BP AMOCO CORP
Research Corp Technologies,RESEARCH CORPORATION TECHNOLOGY
Color Pigments Manufacturers Assn,"Color Pigments Manufacturers Association, Inc."
incCOMMUNICATIONS Services,"incCommunications Services, Inc."
American Assn of Meat Processors,AMERICAN ASSN OF MEAT PROCESSORS
Gryphon Diesel Engines,"Gryphon Diesel Engines, LLC"
Worldspace Corp,WORLDSPACE CORPORATION
Greater Caribbean Learning Resources,GREATER CARIBBEAN LEARNING RESOURCES INC
Vitel Net,ViTel Net
Charter Communications,"Charter Communications, Inc."
People for People,PEOPLE FOR PEOPLE INC
Internet Corp for Assigned Names/Numbers,INTERNET CORPORATION FOR ASSIGNED NAMES AND NUMBERS
Ameriquest Mortgage,AMERIQUEST MORTGAGE
Royal Caribbean Cruises,"ROYAL CARIBBEAN CRUISES, LTD"
San Diego Children's Museum,SAN DIEGO CHILDRENS MUSEUM
Elbit Systems,"Elbit Systems of America, LLC"
Indian River Memorial Hospital,INDIAN RIVER MEDICAL CENTER
BlueWater Strategies,BLUEWATER STRATEGIES LLC
